Time,Temperature (°C),Pressure (kPa),Bottom Oil Temperature (°C),Top Oil Temperature (°C),BDV (kV),Health Index (%),Health Classification
4/22/2024,61,114,52,56,64,84,Need Maintenance
4/22/2024,65,123,49,51,64,78,Good
4/22/2024,47,129,40,48,79,95,Good
4/22/2024,47,129,40,51,79,95,Good
4/22/2024,50,129,42,48,75,95,Good
4/22/2024,64,122,53,58,59,66,Need_Maintenance
4/22/2024,61,115,50,55,61,79,Need Maintenance
4/22/2024,69,108,53,58,64,55,Bad
4/22/2024,48,127,44,49,77,92,Good
4/22/2024,62,120,52,58,63,63,Bad
4/22/2024,47,129,44,50,79,94,Good
4/22/2024,64,113,52,58,63,73,Need Maintenance
4/22/2024,47,125,45,49,75,94,Good
4/22/2024,52,120,45,52,76,92,Good
4/22/2024,54,118,52,58,64,65,Need_Maintenance
4/22/2024,65,111,53,58,62,62,Bad
4/22/2024,48,125,41,47,76,95,Good
4/22/2024,51,125,41,47,74,94,Good
4/22/2024,57,119,51,58,68,82,Bad
4/22/2024,48,129,44,50,72,82,Good
4/22/2024,48,125,42,49,79,92,Good
4/22/2024,48,125,42,50,74,92,Good
4/22/2024,63,114,53,58,61,55,Bad
4/22/2024,63,112,50,58,60,74,Need_Maintenance
4/22/2024,64,119,44,51,63,86,Good
4/22/2024,49,127,45,50,77,95,Good
4/22/2024,47,129,41,50,79,95,Good
4/22/2024,49,116,42,51,65,90,Bad
4/22/2024,61,119,51,51,73,66,Good
4/22/2024,51,126,44,49,78,92,Good
4/22/2024,66,109,53,58,60,55,Bad
4/22/2024,53,126,41,50,73,92,Good
4/22/2024,49,127,41,50,78,90,Good
4/22/2024,48,115,45,52,75,72,Good
4/22/2024,59,121,52,58,65,79,Need_Maintenance
4/22/2024,56,117,51,55,61,70,Bad
4/22/2024,47,116,44,50,76,86,Good
4/22/2024,48,118,44,49,72,95,Good
4/22/2024,49,129,43,50,77,86,Good
4/22/2024,64,113,53,58,60,68,Bad
4/22/2024,60,117,50,58,55,70,Need Maintenance
4/22/2024,51,119,44,50,76,95,Good
4/22/2024,48,124,42,48,79,94,Good
4/22/2024,54,126,44,48,73,92,Good
4/22/2024,47,118,45,51,79,68,Need Maintenance
4/22/2024,47,125,42,50,73,73,Good
4/22/2024,49,129,41,49,72,95,Good
4/22/2024,63,117,53,58,62,73,Bad
4/22/2024,60,122,47,58,63,80,Need Maintenance
4/22/2024,49,126,44,49,77,92,Good
4/22/2024,47,129,44,49,75,90,Good
4/22/2024,48,126,42,49,74,94,Good
4/22/2024,62,120,43,50,72,79,Good
4/22/2024,48,129,43,48,77,95,Good
4/22/2024,47,129,41,51,75,92,Good
4/22/2024,47,127,43,50,78,95,Good
4/22/2024,47,127,43,50,78,89,Good
4/22/2024,64,115,50,57,65,67,Bad
4/22/2024,56,124,43,52,64,78,Need_Maintenance
4/22/2024,67,114,51,57,63,78,Bad
4/22/2024,60,119,53,55,74,78,Need Maintenance
4/22/2024,70,108,50,58,61,55,Bad
4/22/2024,49,127,43,51,76,91,Good
4/22/2024,49,116,41,51,75,75,Need Maintenance
4/22/2024,51,122,42,48,68,88,Good
4/22/2024,63,119,53,49,65,74,Need Maintenance
4/22/2024,62,117,50,57,61,67,Need Maintenance
4/22/2024,66,118,49,57,58,70,Need Maintenance
4/22/2024,50,129,43,47,79,94,Good
4/22/2024,60,123,50,58,66,78,Need Maintenance
4/22/2024,48,127,41,50,75,90,Need Maintenance
4/22/2024,56,117,46,52,77,79,Good
4/22/2024,59,126,42,52,77,91,Good
4/22/2024,47,128,42,51,73,94,Good
4/22/2024,58,120,53,52,77,90,Need Maintenance
4/22/2024,69,113,50,58,63,83,Bad
4/22/2024,61,116,52,58,72,75,Bad
4/22/2024,58,118,52,58,65,82,Need_Maintenance
4/22/2024,57,118,45,58,75,89,Need Maintenance
4/22/2024,47,118,47,49,61,91,Need Maintenance
4/22/2024,47,128,43,50,71,94,Good
4/22/2024,49,128,45,50,76,87,Good
4/22/2024,50,127,40,49,76,89,Good
4/22/2024,62,124,52,58,65,83,Good
4/22/2024,57,123,45,51,74,79,Need_Maintenance
4/22/2024,48,128,45,51,79,95,Good
4/22/2024,64,116,53,57,61,79,Bad
4/22/2024,47,128,41,47,72,95,Good
4/22/2024,67,108,53,58,57,57,Bad
4/22/2024,61,121,46,58,64,77,Need Maintenance
4/22/2024,67,115,51,58,68,83,Bad
4/22/2024,47,129,46,51,63,77,Need Maintenance
4/22/2024,62,114,49,58,61,72,Bad
4/22/2024,47,128,43,49,79,90,Good
4/22/2024,68,111,50,58,55,57,Bad
4/22/2024,47,127,42,47,75,92,Good
4/22/2024,48,127,43,50,75,91,Good
4/22/2024,49,127,41,49,79,95,Good
4/22/2024,51,128,50,52,72,75,Need Maintenance
4/22/2024,58,120,51,57,67,74,Need_Maintenance
4/22/2024,47,118,44,51,72,78,Good
4/22/2024,48,118,44,48,72,77,Good
4/22/2024,64,125,52,58,59,75,Need Maintenance
4/22/2024,57,113,52,58,65,74,Bad
4/22/2024,47,128,41,51,78,91,Good
4/22/2024,47,127,42,51,76,95,Good
4/22/2024,61,120,50,54,64,77,Good
4/22/2024,47,122,41,49,77,94,Good
4/22/2024,50,124,49,55,78,62,Good
4/22/2024,60,113,53,58,65,70,Need Maintenance
4/22/2024,48,127,41,50,78,95,Good
4/22/2024,48,129,40,49,75,94,Good
4/22/2024,70,111,53,58,55,71,Bad
4/22/2024,50,127,44,50,79,91,Good
4/22/2024,52,126,45,51,77,94,Need Maintenance
4/22/2024,47,124,44,49,74,95,Good
4/22/2024,50,127,44,50,73,95,Good
4/22/2024,70,108,53,58,63,67,Bad
4/22/2024,47,128,42,50,79,94,Good
4/22/2024,52,125,45,50,75,92,Good
4/22/2024,55,117,47,50,76,74,Need Maintenance
4/22/2024,48,127,43,49,76,88,Good
4/22/2024,48,123,44,50,77,92,Need Maintenance
4/22/2024,49,125,43,50,74,95,Need Maintenance
4/22/2024,66,118,50,58,56,84,Need Maintenance
4/22/2024,60,121,51,58,62,79,Need Maintenance
4/22/2024,67,121,53,58,63,73,Good
4/22/2024,47,127,42,47,77,94,Good
4/22/2024,54,121,48,51,69,89,Bad
4/22/2024,55,111,46,55,60,92,Need Maintenance
4/22/2024,63,120,51,58,61,68,Need Maintenance
4/22/2024,59,120,46,52,71,95,Good
4/22/2024,51,121,43,51,75,80,Good
4/22/2024,59,119,53,58,59,87,Need_Maintenance
4/22/2024,60,119,49,53,72,88,Need_Maintenance
4/22/2024,70,111,51,58,60,55,Bad
4/22/2024,62,113,52,57,62,78,Need Maintenance
4/22/2024,59,113,49,57,65,66,Need Maintenance
4/22/2024,47,129,41,49,73,91,Need Maintenance
4/22/2024,60,116,52,58,62,76,Bad
4/22/2024,50,128,42,50,74,95,Good
4/22/2024,47,124,43,52,76,95,Good
4/22/2024,47,128,42,49,75,92,Good
4/22/2024,49,128,42,52,78,93,Good
4/22/2024,47,128,46,47,77,91,Good
4/22/2024,50,124,41,49,78,89,Good
4/22/2024,50,124,44,48,79,88,Good
4/22/2024,47,127,43,47,79,95,Good
4/22/2024,53,129,40,50,76,90,Good
4/22/2024,70,109,52,58,58,62,Bad
4/22/2024,47,129,42,48,79,95,Good
4/22/2024,56,126,47,57,74,82,Need Maintenance
4/22/2024,47,126,42,50,75,90,Good
4/22/2024,61,122,42,48,74,91,Need Maintenance
4/22/2024,60,117,51,57,61,69,Need_Maintenance
4/22/2024,47,126,40,48,79,91,Good
4/22/2024,63,115,42,49,75,95,Good
4/22/2024,64,118,51,57,65,64,Bad
4/22/2024,63,110,50,50,79,81,Bad
4/22/2024,62,122,49,57,62,73,Need Maintenance
4/22/2024,63,119,42,58,64,86,Bad
4/22/2024,49,127,41,50,76,95,Good
4/22/2024,67,117,52,58,62,76,Bad
4/22/2024,65,113,50,58,64,71,Need Maintenance
4/22/2024,63,115,53,56,63,68,Bad
4/22/2024,58,118,41,49,69,94,Good
4/22/2024,61,108,51,58,57,74,Bad
4/22/2024,51,125,41,49,78,94,Good
4/22/2024,57,118,45,51,73,80,Need_Maintenance
4/22/2024,58,120,50,49,74,71,Need Maintenance
4/22/2024,49,128,42,48,79,94,Good
4/22/2024,48,120,41,48,75,92,Good
4/22/2024,51,122,41,49,76,95,Good
4/22/2024,65,111,47,56,58,77,Bad
4/22/2024,60,119,43,50,76,75,Good
4/22/2024,59,119,43,51,59,69,Need_Maintenance
4/22/2024,49,129,45,46,74,95,Good
4/22/2024,60,116,42,51,60,92,Good
4/22/2024,68,111,50,58,57,71,Bad
4/22/2024,49,126,43,48,75,95,Good
4/22/2024,65,118,50,58,64,71,Bad
4/22/2024,64,120,49,58,63,78,Bad
4/22/2024,48,127,43,49,75,95,Good
4/22/2024,51,126,46,51,71,90,Need_Maintenance
4/22/2024,62,120,50,54,63,82,Need Maintenance
4/22/2024,47,119,51,55,76,95,Good
4/22/2024,49,126,45,51,76,71,Good
4/22/2024,66,116,52,51,68,76,Bad
4/22/2024,63,121,51,58,65,63,Good
4/22/2024,60,118,50,58,60,61,Need_Maintenance
4/22/2024,49,116,46,48,78,86,Good
4/22/2024,66,114,53,56,66,61,Need_Maintenance
4/22/2024,69,119,51,56,58,70,Need_Maintenance
4/22/2024,66,108,52,56,65,60,Bad
4/22/2024,60,120,53,56,57,85,Need Maintenance
4/22/2024,47,125,41,49,75,95,Good
4/22/2024,49,127,44,49,70,84,Good
4/22/2024,47,127,44,50,78,95,Good
4/22/2024,47,115,45,51,74,92,Good
4/22/2024,60,119,53,58,60,69,Need Maintenance
4/22/2024,61,121,43,57,75,82,Good
4/22/2024,66,111,53,58,63,60,Bad
4/22/2024,70,115,49,58,55,65,Bad
4/22/2024,47,125,43,51,75,93,Good
4/22/2024,60,118,53,58,66,69,Need_Maintenance
4/22/2024,49,123,40,50,78,94,Good
4/22/2024,63,122,51,57,65,67,Need Maintenance
4/22/2024,57,115,48,55,65,78,Need_Maintenance
4/22/2024,50,125,40,49,77,94,Good
4/22/2024,47,115,44,51,79,95,Good
4/22/2024,47,129,41,48,79,91,Good
4/22/2024,65,109,53,58,61,56,Bad
4/22/2024,47,116,44,57,71,86,Need Maintenance
4/22/2024,60,126,53,58,67,77,Need_Maintenance
4/22/2024,70,112,53,58,62,66,Bad
4/22/2024,63,120,47,52,63,67,Need Maintenance
4/22/2024,47,129,43,49,78,90,Good
4/22/2024,63,125,49,57,62,83,Good
4/22/2024,48,128,44,50,71,94,Good
4/22/2024,65,120,50,56,60,71,Need Maintenance
4/22/2024,62,118,50,58,62,77,Need Maintenance
4/22/2024,62,108,53,52,55,64,Bad
4/22/2024,66,120,49,58,64,69,Need_Maintenance
4/22/2024,56,120,52,55,62,79,Need Maintenance
4/22/2024,47,129,42,51,76,91,Good
4/22/2024,47,129,43,48,78,93,Good
4/22/2024,65,118,51,58,67,71,Bad
4/22/2024,63,120,46,51,78,72,Need Maintenance
4/22/2024,57,128,43,57,58,81,Need Maintenance
4/22/2024,47,125,41,50,79,95,Good
4/22/2024,57,112,49,58,65,71,Need_Maintenance
4/22/2024,70,110,53,58,62,55,Bad
4/22/2024,68,116,46,53,58,71,Bad
4/22/2024,70,108,52,58,61,65,Bad
4/22/2024,50,127,42,46,79,91,Good
4/22/2024,70,114,51,58,56,75,Bad
4/22/2024,66,113,53,58,61,58,Bad
4/22/2024,68,115,43,57,64,66,Need Maintenance
4/22/2024,69,108,53,58,61,76,Bad
4/22/2024,60,116,43,57,63,81,Need Maintenance
4/22/2024,63,115,53,55,62,73,Need Maintenance
4/22/2024,63,111,51,58,75,73,Need Maintenance
4/22/2024,58,126,49,58,67,80,Need Maintenance
4/22/2024,61,121,49,49,64,67,Bad
4/22/2024,70,108,53,58,57,62,Bad
4/22/2024,50,118,43,49,68,90,Good
4/22/2024,60,113,53,58,62,79,Bad
4/22/2024,68,118,52,58,76,81,Good
4/22/2024,66,111,52,58,56,69,Bad
4/22/2024,50,117,45,50,77,73,Need Maintenance
4/22/2024,48,120,42,50,76,90,Good
4/22/2024,64,118,51,54,64,83,Need Maintenance
4/22/2024,58,120,44,50,77,94,Good
4/22/2024,64,126,53,58,62,73,Need_Maintenance
4/22/2024,47,128,41,50,72,90,Good
4/22/2024,49,126,40,48,72,95,Good
4/22/2024,62,119,50,56,62,72,Good
4/22/2024,50,119,47,50,77,68,Bad
4/22/2024,57,121,44,58,64,77,Need Maintenance
4/22/2024,47,129,40,50,79,94,Good
4/22/2024,64,121,53,58,58,79,Good
4/22/2024,59,118,51,58,63,78,Need_Maintenance
4/22/2024,47,127,50,52,74,92,Good
4/22/2024,60,120,50,58,61,82,Bad
4/22/2024,62,122,50,56,62,80,Need Maintenance
4/22/2024,51,127,44,51,77,90,Bad
4/22/2024,48,129,41,50,70,95,Good
4/22/2024,47,120,42,51,76,95,Good
4/22/2024,61,127,53,49,78,80,Good
4/22/2024,49,115,44,51,74,89,Good
4/22/2024,47,129,42,48,76,91,Good
4/22/2024,64,118,41,58,62,75,Need Maintenance
4/22/2024,47,129,41,51,78,95,Good
4/22/2024,47,123,41,48,77,91,Good
4/22/2024,64,119,45,58,74,78,Bad
4/22/2024,69,112,53,58,60,60,Bad
4/22/2024,68,121,51,58,62,74,Need Maintenance
4/22/2024,69,108,51,58,59,56,Bad
4/22/2024,56,119,50,58,65,67,Need_Maintenance
4/22/2024,49,116,44,51,74,94,Good
4/22/2024,57,118,53,58,64,75,Good
4/22/2024,66,129,49,57,65,77,Bad
4/22/2024,62,126,42,47,69,89,Good
4/22/2024,65,115,48,58,60,61,Bad
4/22/2024,58,116,52,56,65,72,Need_Maintenance
4/22/2024,56,119,43,56,71,82,Need Maintenance
4/22/2024,50,125,43,48,77,92,Good
4/22/2024,58,118,51,58,61,65,Need Maintenance
4/22/2024,49,121,45,51,74,95,Good
4/22/2024,49,116,43,51,77,90,Good
4/22/2024,64,122,51,58,60,88,Need_Maintenance
4/22/2024,69,111,52,58,56,63,Bad
4/22/2024,59,120,51,58,64,83,Bad
4/22/2024,61,117,43,57,76,81,Good
4/22/2024,48,122,42,51,74,86,Need Maintenance
4/22/2024,64,111,53,58,68,68,Bad
4/22/2024,49,129,40,46,76,95,Good
4/22/2024,51,109,45,53,73,73,Good
4/22/2024,64,122,52,58,64,64,Bad
4/22/2024,53,124,52,52,75,63,Good
4/22/2024,47,129,41,49,78,95,Good
4/22/2024,47,128,42,50,79,95,Good
4/22/2024,60,116,46,51,73,76,Bad
4/22/2024,47,118,45,51,79,92,Good
4/22/2024,48,127,43,48,73,72,Good
4/22/2024,47,125,43,50,77,95,Good
4/22/2024,63,115,53,57,60,69,Bad
4/22/2024,48,129,42,52,77,95,Good
4/22/2024,63,116,44,56,73,66,Bad
4/22/2024,57,115,50,57,62,87,Need_Maintenance
4/22/2024,52,126,40,48,75,92,Good
4/22/2024,58,118,51,58,57,70,Need Maintenance
4/22/2024,66,112,48,58,55,81,Bad
4/22/2024,48,129,40,48,79,93,Good
4/22/2024,49,120,44,48,76,89,Good
4/22/2024,48,129,43,48,75,92,Good
4/22/2024,47,128,40,50,79,95,Good
4/22/2024,48,125,45,50,72,82,Good
4/22/2024,50,129,43,49,75,92,Good
4/22/2024,60,114,49,58,60,75,Need_Maintenance
4/22/2024,48,120,43,51,78,95,Good
4/22/2024,63,121,50,58,62,82,Need Maintenance
4/22/2024,47,122,43,49,72,95,Good
4/22/2024,64,116,52,58,63,70,Bad
4/22/2024,64,117,45,56,77,74,Good
4/22/2024,51,116,43,48,74,95,Good
4/22/2024,47,126,43,48,75,90,Good
4/22/2024,59,116,50,58,76,76,Need_Maintenance
4/22/2024,64,118,52,58,62,61,Bad
4/22/2024,49,113,45,50,70,78,Need Maintenance
4/22/2024,60,122,48,58,65,72,Need_Maintenance
4/22/2024,66,116,43,58,64,67,Need Maintenance
4/22/2024,66,109,53,57,55,74,Bad
4/22/2024,58,121,52,50,62,86,Need Maintenance
4/22/2024,47,127,45,48,76,92,Good
4/22/2024,47,127,42,50,77,87,Good
4/22/2024,48,126,41,47,73,92,Good
4/22/2024,58,118,53,58,62,73,Need_Maintenance
4/22/2024,47,122,45,50,75,77,Need Maintenance
4/22/2024,65,115,53,58,55,75,Bad
4/22/2024,47,129,41,48,76,91,Good
4/22/2024,47,128,40,49,79,95,Good
4/22/2024,61,115,51,58,72,74,Need Maintenance
4/22/2024,62,125,44,51,73,68,Good
4/22/2024,61,117,51,53,61,87,Bad
4/22/2024,47,125,45,50,73,91,Good
4/22/2024,47,120,45,51,72,69,Good
4/22/2024,65,113,53,58,63,69,Bad
4/22/2024,58,119,51,58,58,83,Need Maintenance
4/22/2024,58,120,51,53,61,82,Need Maintenance
4/22/2024,65,114,53,58,57,70,Need_Maintenance
4/22/2024,50,122,43,50,67,95,Good
4/22/2024,65,119,47,50,77,90,Good
4/22/2024,65,116,52,58,55,69,Bad
4/22/2024,48,127,43,51,74,91,Good
4/22/2024,68,119,50,58,57,83,Bad
4/22/2024,47,116,43,47,75,95,Good
4/22/2024,49,116,40,49,77,95,Good
4/22/2024,66,114,53,58,59,66,Bad
4/22/2024,61,116,53,58,63,65,Need Maintenance
4/22/2024,70,108,52,58,61,68,Bad
4/22/2024,58,119,49,58,63,70,Need_Maintenance
4/22/2024,66,109,53,58,57,70,Bad
4/22/2024,60,116,51,57,62,77,Need_Maintenance
4/22/2024,48,127,42,47,76,95,Good
4/22/2024,47,122,45,49,63,88,Need Maintenance
4/22/2024,52,116,43,47,77,89,Good
4/22/2024,48,126,40,51,77,92,Good
4/22/2024,49,125,41,51,76,93,Good
4/22/2024,63,111,47,58,58,73,Bad
4/22/2024,56,120,44,56,66,78,Need Maintenance
4/22/2024,61,125,43,52,65,77,Need_Maintenance
4/22/2024,48,121,46,50,77,94,Good
4/22/2024,55,120,53,58,68,79,Need_Maintenance
4/22/2024,61,123,50,58,62,74,Need Maintenance
4/22/2024,61,114,49,58,65,71,Need Maintenance
4/22/2024,47,129,44,48,77,91,Good
4/22/2024,47,126,44,46,79,87,Good
4/22/2024,65,119,53,57,65,71,Need Maintenance
4/22/2024,48,129,46,49,76,94,Good
4/22/2024,47,129,40,49,78,95,Good
4/22/2024,60,120,50,58,67,75,Need_Maintenance
4/22/2024,70,114,53,58,60,67,Bad
4/22/2024,54,125,51,58,57,83,Need Maintenance
4/22/2024,49,129,42,50,79,95,Good
4/22/2024,49,119,45,56,72,94,Need Maintenance
4/22/2024,63,117,52,57,62,68,Need Maintenance
4/22/2024,47,117,44,57,75,94,Need Maintenance
4/22/2024,47,127,44,49,76,89,Good
4/22/2024,50,114,42,51,74,92,Good
4/22/2024,48,127,42,48,76,94,Good
4/22/2024,64,122,49,58,60,77,Need Maintenance
4/22/2024,47,127,41,49,79,91,Good
4/22/2024,70,108,53,58,57,65,Bad
4/22/2024,69,118,51,58,59,73,Bad
4/22/2024,50,123,41,52,76,95,Good
4/22/2024,48,129,44,51,79,95,Good
4/22/2024,57,115,50,57,59,77,Need Maintenance
4/22/2024,64,111,53,58,64,76,Bad
4/22/2024,47,127,42,47,79,95,Good
4/22/2024,53,125,41,52,76,92,Good
4/22/2024,50,126,42,48,79,94,Good
4/22/2024,64,125,49,58,58,87,Need Maintenance
4/22/2024,60,119,44,58,61,73,Bad
4/22/2024,62,113,52,57,66,72,Bad
4/22/2024,66,108,50,58,60,55,Bad
4/22/2024,49,129,43,49,77,95,Good
4/22/2024,48,127,43,47,75,89,Good
4/22/2024,66,113,52,58,64,85,Need_Maintenance
4/22/2024,51,129,43,52,75,90,Need Maintenance
4/22/2024,47,129,40,47,77,95,Good
4/22/2024,48,120,43,50,76,91,Good
4/22/2024,61,118,40,56,60,81,Need Maintenance
4/22/2024,47,129,42,48,76,91,Good
4/22/2024,67,120,49,48,76,82,Need_Maintenance
4/22/2024,48,127,45,49,72,94,Good
4/22/2024,56,126,50,58,74,87,Need Maintenance
4/22/2024,48,127,46,45,77,92,Good
4/22/2024,50,126,40,50,76,88,Good
4/22/2024,58,115,50,58,62,72,Need_Maintenance
4/22/2024,60,124,44,48,76,89,Need Maintenance
4/22/2024,59,122,50,58,66,72,Good
4/22/2024,62,113,50,58,61,78,Bad
4/22/2024,49,127,42,50,78,94,Good
4/22/2024,58,126,46,49,72,75,Need Maintenance
4/22/2024,64,125,51,56,62,81,Need Maintenance
4/22/2024,66,118,53,58,66,77,Need_Maintenance
4/22/2024,47,127,43,51,73,89,Good
4/22/2024,59,125,41,49,76,89,Good
4/22/2024,49,121,46,49,75,89,Good
4/22/2024,56,122,49,56,68,74,Good
4/22/2024,64,116,52,58,64,72,Bad
4/22/2024,47,125,40,51,77,95,Good
4/22/2024,47,127,45,49,79,95,Good
4/22/2024,58,120,51,58,63,74,Bad
4/22/2024,62,116,48,54,64,67,Bad
4/22/2024,65,119,50,55,62,82,Need Maintenance
4/22/2024,50,127,44,50,79,94,Good
4/22/2024,47,129,42,51,77,92,Good
4/22/2024,62,120,53,57,69,78,Good
4/22/2024,47,126,43,50,77,91,Good
4/22/2024,48,125,41,49,74,93,Good
4/22/2024,50,122,42,50,79,94,Good
4/22/2024,68,116,53,58,60,66,Bad
4/22/2024,61,118,52,58,61,74,Need Maintenance
4/22/2024,61,122,45,51,78,79,Good
4/22/2024,50,129,44,48,79,93,Good
4/22/2024,65,108,51,58,63,89,Bad
4/22/2024,47,129,43,51,79,92,Good
4/22/2024,63,115,49,58,59,82,Need Maintenance
4/22/2024,47,126,42,48,79,73,Good
4/22/2024,50,127,40,51,79,89,Good
4/22/2024,49,118,43,51,78,92,Good
4/22/2024,63,113,51,58,66,67,Bad
4/22/2024,58,116,44,49,75,80,Good
4/22/2024,51,115,53,52,77,95,Good
4/22/2024,49,127,43,48,77,94,Good
4/22/2024,47,127,42,47,79,95,Good
4/22/2024,49,129,42,48,79,90,Good
4/22/2024,61,118,49,55,64,81,Good
4/22/2024,55,123,42,54,76,80,Need Maintenance
4/22/2024,49,126,44,47,79,94,Good
4/22/2024,48,129,42,48,79,95,Good
4/22/2024,48,129,42,52,74,95,Good
4/22/2024,48,126,46,47,75,88,Good
4/22/2024,49,127,43,52,79,80,Need_Maintenance
4/22/2024,62,122,51,58,60,73,Need Maintenance
4/22/2024,64,116,42,52,74,92,Bad
4/22/2024,50,125,41,52,79,95,Good
4/22/2024,59,110,45,51,64,78,Need Maintenance
4/22/2024,51,118,44,48,74,95,Need Maintenance
4/22/2024,60,115,52,58,69,81,Need_Maintenance
4/22/2024,47,123,44,49,75,81,Need Maintenance
4/22/2024,49,127,44,52,73,92,Good
4/22/2024,60,114,47,52,67,66,Need_Maintenance
4/22/2024,56,114,51,58,62,79,Bad
4/22/2024,53,109,48,53,68,69,Bad
4/22/2024,70,108,50,58,56,58,Bad
4/22/2024,47,126,43,48,79,94,Good
4/22/2024,47,128,43,56,73,77,Bad
4/22/2024,60,118,43,52,73,74,Need Maintenance
4/22/2024,67,108,53,58,56,62,Bad
4/22/2024,61,126,48,51,75,77,Need Maintenance
4/22/2024,49,129,43,48,79,95,Good
4/22/2024,61,119,43,47,75,80,Good
4/22/2024,48,123,42,49,79,95,Good
4/22/2024,47,119,41,51,76,81,Need Maintenance
4/22/2024,47,125,43,49,73,95,Bad
4/22/2024,70,108,53,58,56,59,Bad
4/22/2024,47,129,45,52,76,94,Good
4/22/2024,62,122,51,58,62,75,Need Maintenance
4/22/2024,62,119,44,50,66,75,Bad
4/22/2024,63,121,50,57,66,70,Need_Maintenance
4/22/2024,47,129,42,49,78,83,Good
4/22/2024,47,127,43,47,79,95,Good
4/22/2024,63,118,53,58,64,82,Bad
4/22/2024,47,126,40,50,79,95,Good
4/22/2024,47,129,43,50,74,95,Good
4/22/2024,50,129,44,50,79,92,Good
4/22/2024,50,127,44,49,79,94,Good
4/22/2024,48,116,44,49,76,91,Good
4/22/2024,64,118,50,58,65,82,Bad
4/22/2024,47,123,41,48,76,85,Good
4/22/2024,49,121,42,57,74,92,Need Maintenance
4/22/2024,50,126,43,50,76,95,Good
4/22/2024,49,127,43,49,71,93,Good
4/22/2024,68,108,53,57,59,64,Bad
4/22/2024,51,128,40,46,79,95,Good
4/22/2024,51,129,43,50,75,91,Good
4/22/2024,57,118,52,50,76,79,Need Maintenance
4/22/2024,64,118,49,58,63,77,Bad
4/22/2024,62,121,45,51,65,86,Need Maintenance
4/22/2024,48,120,40,52,79,94,Good
4/22/2024,48,127,43,47,75,95,Good
4/22/2024,49,116,41,49,73,95,Good
4/22/2024,47,128,44,47,74,88,Good
4/22/2024,50,127,43,49,78,91,Good
4/22/2024,50,115,43,50,64,85,Good
4/22/2024,47,129,41,47,76,94,Good
4/22/2024,61,119,47,58,63,80,Need_Maintenance
4/22/2024,61,121,50,58,65,69,Need Maintenance
4/22/2024,52,111,46,53,70,93,Good
4/22/2024,47,127,42,52,73,80,Need Maintenance
4/22/2024,62,119,50,51,63,79,Bad
4/22/2024,62,118,53,58,61,85,Need_Maintenance
4/22/2024,66,116,50,57,63,82,Good
4/22/2024,62,122,51,56,60,80,Bad
4/22/2024,68,120,52,58,64,76,Bad
4/22/2024,49,116,49,53,76,77,Need Maintenance
4/22/2024,47,125,44,52,77,78,Good
4/22/2024,59,122,51,56,74,77,Good
4/22/2024,51,126,43,50,75,90,Good
4/22/2024,58,118,49,58,63,88,Need Maintenance
4/22/2024,64,114,52,58,62,70,Bad
4/22/2024,63,117,51,55,62,62,Need Maintenance
4/22/2024,59,113,53,56,61,75,Bad
4/22/2024,48,128,43,48,79,95,Good
4/22/2024,58,120,49,56,71,87,Need Maintenance
4/22/2024,70,114,51,53,64,58,Bad
4/22/2024,68,116,51,58,58,73,Bad
4/22/2024,61,119,49,58,61,62,Need Maintenance
4/22/2024,48,124,44,48,76,95,Good
4/22/2024,47,129,40,49,78,93,Good
4/22/2024,57,117,51,58,59,71,Bad
4/22/2024,50,129,40,50,72,90,Good
4/22/2024,47,122,40,48,75,95,Good
4/22/2024,50,128,40,48,78,95,Good
4/22/2024,49,129,46,50,77,90,Good
4/22/2024,59,120,45,50,77,79,Need Maintenance
4/22/2024,57,118,52,57,62,75,Need Maintenance
4/22/2024,64,122,43,58,61,71,Need_Maintenance
4/22/2024,64,108,53,58,58,81,Bad
4/22/2024,50,121,43,50,73,71,Good
4/22/2024,60,119,47,55,67,79,Need Maintenance
4/22/2024,49,124,50,50,72,82,Bad
4/22/2024,48,125,40,48,74,90,Need Maintenance
4/22/2024,64,108,53,58,56,63,Bad
4/22/2024,48,126,44,51,77,79,Good
4/22/2024,48,120,53,49,78,89,Good
4/22/2024,63,114,51,58,67,80,Need Maintenance
4/22/2024,47,128,40,48,75,95,Good
4/22/2024,63,118,49,58,58,82,Bad
4/22/2024,47,125,43,49,74,89,Good
4/22/2024,49,125,41,51,79,73,Good
4/22/2024,64,111,53,56,65,68,Bad
4/22/2024,47,124,47,47,74,95,Good
4/22/2024,66,118,52,58,63,75,Need Maintenance
4/22/2024,61,121,53,58,61,81,Need_Maintenance
4/22/2024,52,129,42,50,73,90,Good
4/22/2024,67,111,53,58,59,74,Bad
4/22/2024,47,117,41,45,66,91,Good
4/22/2024,59,115,52,58,63,84,Need Maintenance
4/22/2024,64,111,53,58,67,79,Bad
4/22/2024,47,129,44,51,79,94,Good
4/22/2024,47,129,43,50,77,95,Good
4/22/2024,62,119,49,55,77,75,Bad
4/22/2024,57,116,51,58,65,77,Need_Maintenance
4/22/2024,49,129,45,48,74,91,Good
4/22/2024,63,117,48,58,63,80,Bad
4/22/2024,64,123,51,58,64,55,Need_Maintenance
4/22/2024,50,127,44,46,75,95,Good
4/22/2024,48,126,44,49,78,95,Good
4/22/2024,66,112,52,58,57,73,Bad
4/22/2024,64,111,53,58,65,84,Need_Maintenance
4/22/2024,63,115,51,58,61,75,Need Maintenance
